T202501230011140qflm,10,2170.3199999999956,completed
T202501230011440t26e,10,2159.9199999999955,completed
T202501230013080i4ml,10,2149.519999999996,completed
T202501230014380u0h2,10,2139.119999999996,completed
T202501230014470oghh,10,2128.7199999999957,completed
T2025012300145307elx,10,2107.9199999999955,completed
T202501230014560erbl,10,2107.9199999999955,completed
T202501230015030c86h,10,2087.119999999996,completed
T2025012300150507wvu,10,2087.119999999996,completed
T202501230015130lfdb,10,2066.3199999999956,completed
T202501230015150uh2w,10,2066.3199999999956,completed
T2025012300152604ydu,10,2045.5199999999957,completed
T202501230015280e152,10,2045.5199999999957,completed
T202501230015360vdqj,10,2024.7199999999957,completed
T202501230015390q0hk,10,2024.7199999999957,completed
T202501230015460lpvx,10,2003.9199999999958,completed
T202501230015490exht,10,2003.9199999999958,completed
T2025012300155604npq,10,1983.1199999999956,completed
T2025012300155800gam,10,1983.1199999999956,completed
T202501230016070ul8t,10,1972.7199999999957,completed
T202501230016120eq0x,10,1962.3199999999956,completed
T202501230016190i9m3,10,1941.5199999999957,completed
T202501230016220ekks,10,1941.5199999999957,completed
T202501230016320vloh,10,1931.1199999999956,completed
T202501230037110e3jj,10,1920.7199999999957,completed
T202501230038010iohk,10,1931.119999999996,completed
T202501230038110ertq,10,1931.1199999999963,completed
T202501230038170d2or,10,1920.7199999999964,completed
T202501230038220tywr,10,1910.3199999999963,completed
T202501230038250omsy,10,1899.9199999999962,completed
T2025012300383000joj,10,1879.1199999999963,completed
T202501230038320aq46,10,1879.1199999999963,completed
T202501230038370azeo,10,1868.7199999999964,completed
T202501230038400o336,10,1858.3199999999963,completed
T202501230038450e0df,10,1847.9199999999962,completed
T202501230038470nceq,10,1837.5199999999963,completed
T202501230038520zq0g,10,1816.7199999999964,completed
T20250123003855083zx,10,1816.7199999999964,completed
T202501230039010w9lk,10,1795.9199999999962,completed
T202501230039030hxc0,10,1795.9199999999962,completed
T202501230039100n8cg,10,1775.1199999999963,completed
T202501230039100pdgj,10,10.4,failed
T202501230039190hjrv,10,1764.7199999999973,completed
T202501230039190kgij,10,1764.7199999999973,completed
T202501230039280609i,10,1743.9199999999971,completed
T2025012300392907rki,10,1743.9199999999971,completed
T2025012300393700t0h,10,1743.919999999997,completed
T202501230039430skkh,10,1723.119999999997,completed
T202501230039460jmhr,10,1723.119999999997,completed
T202501230039500r1lv,10,1712.7199999999968,completed
T202501230039530pof1,10,1702.319999999997,completed
T202501230039570dqyo,10,1681.519999999997,completed
T2025012300395908j8m,10,1681.519999999997,completed
T2025012300452001y2v,10,1660.7199999999968,completed
T202501230045260vwyj,10,1660.7199999999968,completed
T202501230045310f9q4,10,1650.319999999997,completed
T2025012300453401n1x,10,1639.919999999997,completed
T202501230045390hpzn,10,1629.519999999997,completed
T2025012300454205d2l,10,1619.119999999997,completed
T202501230045470i85u,10,1598.319999999997,completed
T202501230045490i21k,10,1598.319999999997,completed
T202501230045550uxfz,10,1577.519999999997,completed
T2025012300455706opw,10,1577.519999999997,completed
T202501230046050b742,10,1567.119999999997,completed
T202501230046120qujp,10,1546.319999999997,completed
T2025012300461503cdp,10,1546.319999999997,completed
T202501230046200wbas,10,1525.519999999997,completed
T2025012300462204637,10,1525.519999999997,completed
T202501230046270524n,10,1504.7199999999968,completed
T2025012300462906g7s,10,1504.7199999999968,completed
T202501230046340ie6e,10,1483.919999999997,completed
T202501230046370it41,10,1483.919999999997,completed
T2025012300464402jpr,10,1463.119999999997,completed
T202501230046450rvu2,10,1463.119999999997,completed
T202501230046530z96f,10,1452.7199999999968,completed
T202501230046570qh53,10,1442.319999999997,completed
T202501230047020b6pi,10,1421.519999999997,completed
T20250123004704074cl,10,1421.519999999997,completed
T202501230047100lcw2,10,1411.119999999997,completed
T202501230047140jgp1,10,1390.319999999997,completed
T2025012300471709xhs,10,1390.319999999997,completed
T202501230053230452g,10,1390.3199999999972,completed
T202501230105230hxdn,10,1369.5199999999973,completed
T202501230105290wj16,10,1369.5199999999973,completed
T202501230105350z7eq,10,1348.7199999999973,completed
